Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDB41,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.162882227,19.0,46,4.0
Regular,FDH53,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.032136417,20.5,83,4.0
Regular,FDN08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.147904328,7.72,116,4.0
Regular,FDW44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.058835928,9.5,170,4.0
Regular,FDM08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.089688978,10.1,225,4.0
Regular,FDZ08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.11005425349999999,12.5,80,4.0
Regular,FDS19,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.107469819,13.8,77,4.0
Regular,FDC21,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.071904258,14.6,106,4.0
Regular,FDZ07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.157154813,15.1,62,4.0
Regular,FDD56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.173703549,15.2,175,4.0
Regular,FDL32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.204984538,15.7,111,4.0
Regular,FDT56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.193477995,16.0,55,4.0
Regular,FDY56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.104463896,16.35,227,4.0
Regular,FDP44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.133424184,16.5,102,4.0
Regular,FDW32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.15783357,18.35,87,4.0
Regular,FDR20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0281975702,20.0,46,4.0
Regular,FDX31,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.024815024,20.35,234,4.0
Regular,FDJ20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.16767231,20.7,124,4.0
Regular,FDP03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.10239789,5.15,122,4.0
Regular,FDY39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.07871639,5.305,183,4.0
Regular,FDT51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.018275816,11.65,110,4.0
Regular,FDX39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.083147702,14.3,210,4.0
Regular,FDQ51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.029377239,16.0,46,4.0
Regular,FDU27,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.28701714,18.6,48,4.0
Regular,FDJ57,Seafood,2011,OUT010,Tier 3,High,Grocery Store,0.036109859,7.42,186,4.0
Regular,FDS45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.04937018,5.175,106,4.0
Regular,FDF34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.02346559,9.3,197,4.0
Regular,FDG58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.145253944,10.695,156,4.0
Regular,FDG34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.062885197,11.5,106,4.0
Regular,FDW09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.043386131,13.65,80,4.0
Regular,FDT10,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.103849783,16.7,58,4.0
Regular,DRA59,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.214125129,8.27,183,4.0
Regular,DRA24,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.066831682,19.35,163,4.0
Regular,DRL01,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.129170642,19.5,233,4.0
Regular,FDD47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.238366442,7.6,171,4.0
Regular,FDH47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.21561193,13.5,98,4.0
Low Fat,DRK59,Hard Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.126287542,8.895,235,4.0
Low Fat,NCX54,Household,2011,OUT010,Tier 3,Small,Grocery Store,0.080442371,9.195,107,4.0
Low Fat,NCI31,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.136124989,20.0,38,4.0
Regular,FDM12,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.117026714,16.7,189,4.0
Regular,FDL14,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.05382735,8.115,155,4.0
Regular,FDL52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.077145553,6.635,39,4.0
Regular,FDF56,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.199955274,16.7,182,4.0
Regular,FDT39,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.016516867,6.26,151,4.0
Regular,FDC59,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.091437584,16.7,64,4.0
Low Fat,FDK14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.041071581,6.98,82,4.0
Low Fat,FDD02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.06164633666666666,16.6,117,4.0
Low Fat,FDC17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01544786,12.15,211,4.0
Low Fat,FDQ16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041703666,19.7,109,4.0
Low Fat,FDA19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.055081623,7.52,128,4.0
Low Fat,NCT41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.055943697,15.7,150,4.0
Low Fat,NCM30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.067239404,19.1,39,4.0
Low Fat,NCQ43,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.111209003,17.75,107,4.0
Low Fat,NCM26,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.02312394,20.5,154,4.0
Low Fat,FDW24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037465846,6.8,47,4.0
Low Fat,FDY59,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.031377308,8.195,93,4.0
Low Fat,FDS12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.173973652,9.1,126,4.0
Low Fat,FDZ12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.102893121,9.17,141,4.0
Low Fat,FDA23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04714777,9.8,102,4.0
Low Fat,FDI24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078678276,10.3,177,4.0
Low Fat,FDT36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.1262978634,12.3,37,4.0
Low Fat,FDC37,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032845997,15.5,106,4.0
Low Fat,FDO12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.054884821,15.75,195,4.0
Low Fat,FDP60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.055965898,17.35,101,4.0
Low Fat,FDW48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.008533716,18.0,78,4.0
Low Fat,FDO60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.034340926,20.0,45,4.0
Low Fat,FDS60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032421521,20.85,181,4.0
Low Fat,FDQ23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.024505418,6.55,102,4.0
Low Fat,FDX59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.051618281,10.195,31,4.0
Low Fat,FDR35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020680499,12.5,197,4.0
Low Fat,FDR23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.081719458,15.85,178,4.0
Low Fat,FDO23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.146305498,17.85,94,4.0
Low Fat,FDM13,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.063122753,6.425,131,4.0
Low Fat,FDQ37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.089186387,20.75,193,4.0
Low Fat,FDK50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.028339599,7.96,162,4.0
Low Fat,FDS49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.079279489,9.0,77,4.0
Low Fat,FDE26,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.088931701,9.3,143,4.0
Low Fat,FDQ13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.010632752,11.1,82,4.0
Low Fat,FDY13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.030102335,12.1,74,4.0
Low Fat,FDC38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.122392031,15.7,133,4.0
Low Fat,FDX37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.07155058439999999,16.2,100,4.0
Low Fat,FDO50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.078103689,16.25,91,4.0
Low Fat,FDG26,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.042614361,18.85,255,4.0
Low Fat,DRI03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.0226848,6.03,178,4.0
Low Fat,DRG15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.07687479639999999,6.13,60,4.0
Low Fat,FDS14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.049922304,7.285,156,4.0
Low Fat,FDB16,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.044888397,8.21,87,4.0
Low Fat,FDA15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.016009057,9.3,250,4.0
Low Fat,FDY14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.069981909,10.3,263,4.0
Low Fat,FDR14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.173904193,11.65,52,4.0
Low Fat,FDW50,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.075515154,13.1,167,4.0
Low Fat,FDX02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.057012606,16.0,225,4.0
Low Fat,FDX26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.108696978,17.7,182,4.0
Low Fat,FDK51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.005230786,19.85,265,4.0
Low Fat,FDV14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.044460448,19.85,88,4.0
Low Fat,FDR26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.04280113,20.7,178,4.0
Low Fat,FDO28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.072238195,5.765,120,4.0
Low Fat,FDN40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.086384841,5.88,153,4.0
Low Fat,FDR04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.022548195,7.075,95,4.0
Low Fat,FDF16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.086060695,7.3,149,4.0
Low Fat,FDD17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032599801,7.5,238,4.0
Low Fat,FDC53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.008828341,8.68,99,4.0
Low Fat,FDK16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.115233813,9.065,94,4.0
Low Fat,FDL16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.168312678,12.85,45,4.0
Low Fat,FDX40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.098910759,12.85,37,4.0
Low Fat,FDS40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014007727,15.35,38,4.0
Low Fat,FDF04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.015125422,17.5,258,4.0
Low Fat,FDX16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06575528,17.85,151,4.0
Low Fat,FDF09,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.012138795,6.215,39,4.0
Low Fat,FDU32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.030809542750000002,8.785,120,4.0
Low Fat,FDK56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.129889831,9.695,185,4.0
Low Fat,FDP19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.20282439775,11.5,129,4.0
Low Fat,FDY07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.12150063,11.8,46,4.0
Low Fat,FDM44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.031023835,12.5,104,4.0
Low Fat,FDH32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.075996742,12.8,97,4.0
Low Fat,FDF20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.033192524,12.85,199,4.0
Low Fat,FDD09,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021526135000000002,13.5,179,4.0
Low Fat,FDC44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.172453254,15.6,115,4.0
Low Fat,FDP07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.08982696,18.2,197,4.0
Low Fat,FDY19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.041330512,19.75,115,4.0
Low Fat,FDM32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.020587886,20.5,89,4.0
Low Fat,DRN35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.070189131,8.01,37,4.0
Low Fat,DRQ35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.042256257,9.3,124,4.0
Low Fat,DRN47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.016812745,12.1,180,4.0
Low Fat,DRP47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.14048631,15.75,252,4.0
Low Fat,DRM23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.135620265,16.6,172,4.0
Low Fat,NCO05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.046520703,7.27,97,4.0
Low Fat,NCX29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.089078338,10.0,147,4.0
Low Fat,NCO29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.032229348,11.15,163,4.0
Low Fat,NCS05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.020960615,11.5,133,4.0
Low Fat,NCW29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.028838938,14.0,129,4.0
Low Fat,NCV41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.017024598,14.35,109,4.0
Low Fat,NCP53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.032862976,14.75,238,4.0
Low Fat,NCD42,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.012627329,16.5,38,4.0
Low Fat,NCJ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.04604992,18.7,151,4.0
Low Fat,NCU41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0520115,18.85,190,4.0
Low Fat,NCL05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.047857804,19.6,45,4.0
Low Fat,NCX53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.014925407,20.1,143,4.0
Low Fat,NCF55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.021648305,6.675,35,4.0
Low Fat,NCS06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.031710329,7.935,263,4.0
Low Fat,NCP14,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.110197977,8.275,104,4.0
Low Fat,NCH43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.070510189,8.42,214,4.0
Low Fat,NCT54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.119436131,8.695,94,4.0
Low Fat,NCD43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016006626,8.85,105,4.0
Low Fat,NCE19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.092937216,8.97,54,4.0
Low Fat,NCK18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.006692529,9.6,164,4.0
Low Fat,NCJ54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.060017128,9.895,230,4.0
Low Fat,NCE18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.021407511,10.0,248,4.0
Low Fat,NCZ42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.011278535,10.5,237,4.0
Low Fat,NCQ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.041789718,13.0,256,4.0
Low Fat,NCW18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.059275452,15.1,238,4.0
Low Fat,NCD18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.072608647,16.0,228,4.0
Low Fat,NCG55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.039113587,16.25,116,4.0
Low Fat,NCC30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.027556247,16.6,176,4.0
Low Fat,NCI55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.012643035,18.6,119,4.0
Low Fat,NCI42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01035692,18.75,208,4.0
Low Fat,NCA30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.129226104,19.0,190,4.0
Low Fat,NCD30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026826919,19.7,98,4.0
Low Fat,NCG30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.112227747,20.2,123,4.0
Low Fat,NCG43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.074177667,20.2,93,4.0
Low Fat,NCI30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.058886477,20.25,245,4.0
Low Fat,NCN42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.014227093750000001,20.25,145,4.0
Low Fat,NCY30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.02593166,20.25,182,4.0
Low Fat,NCQ42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.039235527,20.35,127,4.0
Low Fat,NCE54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026877471,20.7,74,4.0
Low Fat,NCD54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.028984804,21.1,146,4.0
Low Fat,FDA39,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.012707362,6.32,41,4.0
Low Fat,FDL43,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.027041859,10.1,77,4.0
Low Fat,FDV39,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.007273831,11.3,196,4.0
Low Fat,FDI19,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.052295514,15.1,242,4.0
Low Fat,FDH19,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.033060937,19.35,172,4.0
Low Fat,NCM07,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.039928582,9.395,83,4.0
Low Fat,NCM43,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.019459164,14.5,161,4.0
Low Fat,FDH21,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.031199028,10.395,159,4.0
Low Fat,FDL33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.099879337,7.235,195,4.0
Low Fat,FDQ09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.058083831,7.235,113,4.0
Low Fat,FDD58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.05930285,7.76,98,4.0
Low Fat,FDK21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.010003987,7.905,250,4.0
Low Fat,FDA58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.103664897,9.395,233,4.0
Low Fat,FDW34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.035549527,9.6,244,4.0
Low Fat,FDV09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020551458,12.1,146,4.0
Low Fat,FDU22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.11097375324999999,12.35,118,4.0
Low Fat,FDA21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.035930784,13.65,184,4.0
Low Fat,FDZ45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06682033,14.1,198,4.0
Low Fat,FDN09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.034845668,14.15,242,4.0
Low Fat,FDY21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.20592475400000002,15.1,195,4.0
Low Fat,FDM33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.087646694,15.6,221,4.0
Low Fat,FDL34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.040911824,16.0,141,4.0
Low Fat,FDV45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.045009952,16.75,186,4.0
Low Fat,FDX45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.104768536,16.75,155,4.0
Low Fat,FDZ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04442649,17.85,124,4.0
Low Fat,DRC25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.045334098,5.73,87,4.0
Low Fat,DRD12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.077129323,6.96,92,4.0
Low Fat,DRE48,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.017311312,8.43,197,4.0
Low Fat,DRH13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.023866079,8.575,107,4.0
Low Fat,DRK12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041851461,9.5,31,4.0
Low Fat,DRN37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.096217262,9.6,168,4.0
Low Fat,DRA12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.040911824,11.6,142,4.0
Low Fat,DRB25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.069401919,12.3,107,4.0
Low Fat,DRD13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.049038621,15.0,65,4.0
Low Fat,DRM37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.096317593,15.35,197,4.0
Low Fat,DRD60,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.037201127,15.7,181,4.0
Low Fat,DRI25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.03387323,19.6,56,4.0
Low Fat,DRE49,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.021232318,20.75,151,4.0
Low Fat,FDC35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.122735471,7.435,205,4.0
Low Fat,FDA34,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01484819,11.5,172,4.0
Low Fat,FDG47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.069560905,12.8,263,4.0
Low Fat,FDD11,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.030591255,12.85,251,4.0
Low Fat,FDH35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060198496,18.25,162,4.0
Low Fat,FDC11,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.141674844,20.5,90,4.0
Low Fat,FDF47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.097536998,20.85,225,4.0
Regular,FDI60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03828933,7.22,64,4.0
Regular,FDM60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.048233614,10.8,39,4.0
Regular,FDO48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.02681843,15.0,219,4.0
Regular,FDV12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06082402,16.7,98,4.0
Regular,FDZ23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.067446626,17.75,184,4.0
Regular,FDJ60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062476391,19.35,164,4.0
Regular,FDQ59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.056339618,9.8,84,4.0
Regular,FDP49,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.069031467,9.0,55,4.0
Regular,FDR37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06619442,16.5,184,4.0
Regular,FDR01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.053576661,5.405,200,4.0
Regular,FDM38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.092694107,5.885,53,4.0
Regular,FDN38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.091895319,6.615,248,4.0
Regular,FDZ01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.009051307,8.975,103,4.0
Regular,FDU37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.104421237,9.5,80,4.0
Regular,FDB02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.029140008,9.695,176,4.0
Regular,FDF38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02633607,11.8,40,4.0
Regular,FDM50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.030064132,13.0,58,4.0
Regular,FDE14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.031418984,13.65,99,4.0
Regular,FDC14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.041214746,14.5,42,4.0
Regular,FDY37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.026546765,17.0,142,4.0
Regular,FDH26,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.03467086,19.25,141,4.0
Regular,FDW02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.037668051,4.805,126,4.0
Regular,FDA26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.073858923,7.855,218,4.0
Regular,FDC03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.071786706,8.575,193,4.0
Regular,FDT14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.127620811,10.695,119,4.0
Regular,FDB04,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.063173691,11.35,86,4.0
Regular,FDW26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.106968096,11.8,221,4.0
Regular,FDD52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.183142346,18.25,110,4.0
Regular,FDV26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.076097073,20.25,193,4.0
